# Scalar ASCII output created by CarpetIOScalar
# created on kop28.datura.admin by hoppese on Aug 01 2013 at 18:36:36+0200
# parameter filename: "/lustre/datura/hoppese/simulations/bbhCart2-AEI_Gauss/output-0000/bbhCart2-AEI_Gauss.par"
# Build ID: build-sim-datura-hoppese-2013.08.01-16.22.29-21953
# Simulation ID: run-bbhCart2-AEI_Gauss-kop28.datura.admin-hoppese-2013.08.01-16.35.32-31820
# Run ID: run-bbhCart2-AEI_Gauss-kop28.datura.admin-hoppese-2013.08.01-16.35.32-31820
#
# SYSTEMSTATISTICS::maxrss_mb (systemstatistics::process_memory_mb)
# 1:iteration 2:time 3:data
# data columns: 3:maxrss_mb 4:majflt_mb 5:arena_mb 6:ordblks_mb 7:hblks_mb 8:hblkhd_mb 9:uordblks_mb 10:fordblks_mb 11:keepcost_mb 12:swap_used_mb
97280 136.8 6638 3 -62 0 0 22 1915 610 4 12
97536 137.16 6638 3 -62 0 0 22 1915 610 4 12
97792 137.52 6638 3 -62 0 0 22 1915 610 4 12
98048 137.88 6638 3 -62 0 0 22 1915 610 4 12
98304 138.24 6638 3 -62 0 0 22 1915 610 4 12
98560 138.6 6638 3 -62 0 0 22 1915 610 4 12
98816 138.96 6638 3 -62 0 0 22 1915 610 4 12
99072 139.32 6638 3 -62 0 0 22 1915 610 4 12
99328 139.68 6638 3 -62 0 0 22 1915 610 4 12
99584 140.04 6638 3 -62 0 0 22 1915 610 4 12
99840 140.4 6638 3 -62 0 0 22 1915 610 4 12
100096 140.76 6638 3 -62 0 0 22 1915 610 4 12
100352 141.12 6638 3 -62 0 0 22 1915 610 4 12
100608 141.48 6638 3 -62 0 0 22 1915 610 4 12
100864 141.84 6638 3 -62 0 0 22 1915 610 4 12
101120 142.2 6638 3 -62 0 0 22 1915 610 4 12
101376 142.56 6638 3 -62 0 0 22 1915 610 4 12
101632 142.92 6638 3 -62 0 0 22 1915 610 4 12
101888 143.28 6638 3 -62 0 0 22 1915 610 4 12
102144 143.64 6638 3 -62 0 0 22 1915 610 4 12
102400 144 6638 3 -62 0 0 22 1915 610 4 12
102656 144.36 6638 3 -62 0 0 22 1915 610 4 12
102912 144.72 6638 3 -62 0 0 22 1915 610 4 12
103168 145.08 6638 3 -62 0 0 22 1915 610 4 12
103424 145.44 6638 3 -62 0 0 22 1915 610 4 12
103680 145.8 6638 3 -62 0 0 22 1915 610 4 12
103936 146.16 6638 3 -62 0 0 22 1915 610 4 12
104192 146.52 6638 3 -62 0 0 22 1915 610 4 12
104448 146.88 6638 3 -62 0 0 22 1915 610 4 12
104704 147.24 6638 3 -62 0 0 22 1915 610 4 12
104960 147.6 6638 3 -62 0 0 22 1915 610 4 12
105216 147.96 6638 3 -62 0 0 22 1915 610 4 12
105472 148.32 6638 3 -62 0 0 22 1915 610 4 12
105728 148.68 6638 3 -62 0 0 22 1915 610 4 12
105984 149.04 6638 3 -62 0 0 22 1915 610 4 12
106240 149.4 6638 3 -62 0 0 22 1915 610 4 12
106496 149.76 6638 3 -62 0 0 22 1915 610 4 12
106752 150.12 6638 3 -62 0 0 22 1915 610 4 12
107008 150.48 6638 3 -62 0 0 22 1915 610 4 12
107264 150.84 6638 3 -62 0 0 22 1915 610 4 12
107520 151.2 6638 3 -62 0 0 22 1915 610 4 12
107776 151.56 6638 3 -62 0 0 22 1915 610 4 12
108032 151.92 6638 3 -62 0 0 22 1915 610 4 12
108288 152.28 6638 3 -62 0 0 22 1915 610 4 12
108544 152.64 6638 3 -62 0 0 22 1915 610 4 12
108800 153 6638 3 -62 0 0 22 1915 610 4 12
109056 153.36 6638 3 -62 0 0 22 1915 610 4 12
109312 153.72 6638 3 -62 0 0 22 1915 610 4 12
109568 154.08 6638 3 -62 0 0 22 1915 610 4 12
109824 154.44 6638 3 -62 0 0 22 1915 610 4 12
110080 154.8 6638 3 -62 0 0 22 1915 610 4 12
110336 155.16 6638 3 -62 0 0 22 1915 610 4 12
110592 155.52 6638 3 -62 0 0 22 1915 610 4 12
110848 155.88 6638 3 -62 0 0 22 1915 610 4 12
111104 156.24 6638 3 -62 0 0 22 1915 610 4 12
111360 156.6 6638 3 -62 0 0 22 1915 610 4 12
111616 156.96 6638 3 -62 0 0 22 1915 610 4 12
111872 157.32 6638 3 -62 0 0 22 1915 610 4 12
112128 157.68 6638 3 -62 0 0 22 1915 610 4 12
112384 158.04 6638 3 -62 0 0 22 1915 610 4 12
112640 158.4 6638 3 -62 0 0 22 1915 610 4 12
112896 158.76 6638 3 -62 0 0 22 1915 610 4 12
113152 159.12 6638 3 -62 0 0 22 1915 610 4 12
113408 159.48 6638 3 -62 0 0 22 1915 610 4 12
113664 159.84 6638 3 -62 0 0 22 1915 610 4 12
113920 160.2 6638 3 -62 0 0 22 1915 610 4 12
114176 160.56 6638 3 -62 0 0 22 1915 610 4 12
114432 160.92 6638 3 -62 0 0 22 1915 610 4 12
114688 161.28 6638 3 -62 0 0 22 1915 610 4 12
114944 161.64 6638 3 -62 0 0 22 1915 610 4 12
115200 162 6638 3 -62 0 0 22 1915 610 4 12
115456 162.36 6638 3 -62 0 0 22 1915 610 4 12
115712 162.72 6638 3 -62 0 0 22 1915 610 4 12
115968 163.08 6638 3 -62 0 0 22 1915 610 4 12
116224 163.44 6638 3 -62 0 0 22 1915 610 4 12
116480 163.8 6638 3 -62 0 0 22 1915 610 4 12
116736 164.16 6638 3 -62 0 0 22 1915 610 4 12
116992 164.52 6638 3 -62 0 0 22 1915 610 4 12
117248 164.88 6638 3 -62 0 0 22 1915 610 4 12
117504 165.24 6638 3 -62 0 0 22 1915 610 4 12
117760 165.6 6638 3 -62 0 0 22 1915 610 4 12
118016 165.96 6638 3 -62 0 0 22 1915 610 4 12
118272 166.32 6638 3 -62 0 0 22 1915 610 4 12
118528 166.68 6638 3 -62 0 0 22 1915 610 4 12
118784 167.04 6638 3 -62 0 0 22 1915 610 4 12
119040 167.4 6638 3 -62 0 0 22 1915 610 4 12
119296 167.76 6638 3 -62 0 0 22 1915 610 4 12
119552 168.12 6638 3 -62 0 0 22 1915 610 4 12
119808 168.48 6638 3 -62 0 0 22 1915 610 4 12
120064 168.84 6638 3 -62 0 0 22 1915 610 4 12
120320 169.2 6638 3 -62 0 0 22 1915 610 4 12
120576 169.56 6638 3 -62 0 0 22 1915 610 4 12
120832 169.92 6638 3 -62 0 0 22 1915 610 4 12
121088 170.28 6638 3 -62 0 0 22 1915 610 4 12
121344 170.64 6638 3 -62 0 0 22 1915 610 4 12
121600 171 6638 3 -62 0 0 22 1915 610 4 12
121856 171.36 6638 3 -62 0 0 22 1915 610 4 12
122112 171.72 6638 3 -62 0 0 22 1915 610 4 12
122368 172.08 6638 3 -62 0 0 22 1915 610 4 12
122624 172.44 6638 3 -62 0 0 22 1915 610 4 12
122880 172.8 6638 3 -62 0 0 22 1915 610 4 12
123136 173.16 6638 3 -62 0 0 22 1915 610 4 12
123392 173.52 6638 3 -62 0 0 22 1915 610 4 12
123648 173.88 6638 3 -62 0 0 22 1915 610 4 12
123904 174.24 6638 3 -62 0 0 22 1915 610 4 12
124160 174.6 6638 3 -62 0 0 22 1915 610 4 12
124416 174.96 6638 3 -62 0 0 22 1915 610 4 12
124672 175.32 6638 3 -62 0 0 22 1915 610 4 12
124928 175.68 6638 3 -62 0 0 22 1915 610 4 12
125184 176.04 6638 3 -62 0 0 22 1915 610 4 12
125440 176.4 6638 3 -62 0 0 22 1915 610 4 12
125696 176.76 6638 3 -62 0 0 22 1915 610 4 12
125952 177.12 6638 3 -62 0 0 22 1915 610 4 12
126208 177.48 6638 3 -62 0 0 22 1915 610 4 12
126464 177.84 6638 3 -62 0 0 22 1915 610 4 12
126720 178.2 6638 3 -62 0 0 22 1915 610 4 12
126976 178.56 6638 3 -62 0 0 22 1915 610 4 12
127232 178.92 6638 3 -62 0 0 22 1915 610 4 12
127488 179.28 6638 3 -62 0 0 22 1915 610 4 12
127744 179.64 6638 3 -62 0 0 22 1915 610 4 12
128000 180 6638 3 -62 0 0 22 1915 610 4 12
128256 180.36 6638 3 -62 0 0 22 1915 610 4 12
128512 180.72 6637 3 -62 0 0 22 1915 610 4 12
128768 181.08 6637 3 -62 0 0 22 1915 610 4 12
129024 181.44 6637 3 -62 0 0 22 1915 610 4 12
129280 181.8 6637 3 -62 0 0 22 1915 610 4 12
129536 182.16 6637 3 -62 0 0 22 1915 610 4 12
129792 182.52 6637 3 -62 0 0 22 1915 610 4 12
130048 182.88 6637 3 -62 0 0 22 1915 610 4 12
130304 183.24 6637 3 -62 0 0 22 1915 610 4 12
130560 183.6 6637 3 -62 0 0 22 1915 610 4 12
130816 183.96 6637 3 -62 0 0 22 1915 610 4 12
131072 184.32 6637 3 -62 0 0 22 1915 610 4 12
131328 184.68 6637 3 -62 0 0 22 1915 610 4 12
131584 185.04 6637 3 -62 0 0 22 1915 610 4 12
131840 185.4 6637 3 -62 0 0 22 1915 610 4 12
132096 185.76 6637 3 -62 0 0 22 1915 610 4 12
132352 186.12 6637 3 -62 0 0 22 1915 610 4 12
132608 186.48 6637 3 -62 0 0 22 1915 610 4 12
132864 186.84 6637 3 -62 0 0 22 1915 610 4 12
133120 187.2 6637 3 -62 0 0 22 1915 610 4 12
133376 187.56 6637 3 -62 0 0 22 1915 610 4 12
133632 187.92 6637 3 -62 0 0 22 1915 610 4 12
133888 188.28 6637 3 -62 0 0 22 1915 610 4 12
134144 188.64 6637 3 -62 0 0 22 1915 610 4 12
134400 189 6637 3 -62 0 0 22 1915 610 4 12
134656 189.36 6637 3 -62 0 0 22 1915 610 4 12
134912 189.72 6637 3 -62 0 0 22 1915 610 4 12
135168 190.08 6637 3 -62 0 0 22 1915 610 4 12
135424 190.44 6637 3 -62 0 0 22 1915 610 4 12
135680 190.8 6637 3 -62 0 0 22 1915 610 4 12
135936 191.16 6637 3 -62 0 0 22 1915 610 4 12
136192 191.52 6637 3 -62 0 0 22 1915 610 4 12
136448 191.88 6637 3 -62 0 0 22 1915 610 4 12
136704 192.24 6637 3 -62 0 0 22 1915 610 4 12
136960 192.6 6637 3 -62 0 0 22 1915 610 4 12
137216 192.96 6637 3 -62 0 0 22 1915 610 4 12
137472 193.32 6637 3 -62 0 0 22 1915 610 4 12
137728 193.68 6637 3 -62 0 0 22 1915 610 4 12
137984 194.04 6637 3 -62 0 0 22 1915 610 4 12
138240 194.4 6637 3 -62 0 0 22 1915 610 4 12
138496 194.76 6637 3 -62 0 0 22 1915 610 4 12
138752 195.12 6637 3 -62 0 0 22 1915 610 4 12
139008 195.48 6637 3 -62 0 0 22 1915 610 4 12
139264 195.84 6637 3 -62 0 0 22 1915 610 4 12
139520 196.2 6637 3 -62 0 0 22 1915 610 4 12
139776 196.56 6637 3 -62 0 0 22 1915 610 4 12
140032 196.92 6637 3 -62 0 0 22 1915 610 4 12
140288 197.28 6637 3 -62 0 0 22 1915 610 4 12
140544 197.64 6637 3 -62 0 0 22 1915 610 4 12
140800 198 6637 3 -62 0 0 22 1915 610 4 12
141056 198.36 6637 3 -62 0 0 22 1915 610 4 12
141312 198.72 6637 3 -62 0 0 22 1915 610 4 12
141568 199.08 6637 3 -62 0 0 22 1915 610 4 12
141824 199.44 6637 3 -62 0 0 22 1915 610 4 12
142080 199.8 6637 3 -62 0 0 22 1915 610 4 12
142336 200.16 6637 3 -62 0 0 22 1915 610 4 12
142592 200.52 6637 3 -62 0 0 22 1915 610 4 12
142848 200.88 6637 3 -62 0 0 22 1915 610 4 12
143104 201.24 6637 3 -62 0 0 22 1915 610 4 12
143360 201.6 6637 3 -62 0 0 22 1915 610 4 12
143616 201.96 6637 3 -62 0 0 22 1915 610 4 12
143872 202.32 6637 3 -62 0 0 22 1915 610 4 12
144128 202.68 6637 3 -62 0 0 22 1915 610 4 12
144384 203.04 6637 3 -62 0 0 22 1915 610 4 12
144640 203.4 6637 3 -62 0 0 22 1915 610 4 12
144896 203.76 6637 3 -62 0 0 22 1915 610 4 12
145152 204.12 6637 3 -62 0 0 22 1915 610 4 12
145408 204.48 6637 3 -62 0 0 22 1915 610 4 12
145664 204.84 6637 3 -62 0 0 22 1915 610 4 12
145920 205.2 6637 3 -62 0 0 22 1915 610 4 12
146176 205.56 6637 3 -62 0 0 22 1915 610 4 12
146432 205.92 6637 3 -62 0 0 22 1915 610 4 12
146688 206.28 6637 3 -62 0 0 22 1915 610 4 12
146944 206.64 6637 3 -62 0 0 22 1915 610 4 12
147200 207 6637 3 -62 0 0 22 1915 610 4 12
147456 207.36 6637 3 -62 0 0 22 1915 610 4 12
147712 207.72 6637 3 -62 0 0 22 1915 610 4 12
147968 208.08 6637 3 -62 0 0 22 1915 610 4 12
148224 208.44 6637 3 -62 0 0 22 1915 610 4 12
148480 208.8 6637 3 -62 0 0 22 1915 610 4 12
148736 209.16 6637 3 -62 0 0 22 1915 610 4 12
148992 209.52 6637 3 -62 0 0 22 1915 610 4 12
149248 209.88 6637 3 -62 0 0 22 1915 610 4 12
149504 210.24 6637 3 -62 0 0 22 1915 610 4 12
149760 210.6 6637 3 -62 0 0 22 1915 610 4 12
150016 210.96 6637 3 -62 0 0 22 1915 610 4 12
150272 211.32 6637 3 -62 0 0 22 1915 610 4 12
150528 211.68 6637 3 -62 0 0 22 1915 610 4 12
150784 212.04 6637 3 -62 0 0 22 1915 610 4 12
151040 212.4 6637 3 -62 0 0 22 1915 610 4 12
151296 212.76 6637 3 -62 0 0 22 1915 610 4 12
151552 213.12 6637 3 -62 0 0 22 1915 610 4 12
151808 213.48 6637 3 -62 0 0 22 1915 610 4 12
152064 213.84 6637 3 -62 0 0 22 1915 610 4 12
152320 214.2 6637 3 -62 0 0 22 1915 610 4 12
152576 214.56 6637 3 -62 0 0 22 1915 610 4 12
152832 214.92 6637 3 -62 0 0 22 1915 610 4 12
153088 215.28 6637 3 -62 0 0 22 1915 610 4 12
153344 215.64 6637 3 -62 0 0 22 1915 610 4 12
153600 216 6637 3 -62 0 0 22 1915 610 4 12
153856 216.36 6637 3 -62 0 0 22 1915 610 4 12
154112 216.72 6637 3 -62 0 0 22 1915 610 4 12
154368 217.08 6637 3 -62 0 0 22 1915 610 4 12
154624 217.44 6637 3 -62 0 0 22 1915 610 4 12
154880 217.8 6637 3 -62 0 0 22 1915 610 4 12
155136 218.16 6637 3 -62 0 0 22 1915 610 4 12
155392 218.52 6637 3 -62 0 0 22 1915 610 4 12
155648 218.88 6637 3 -62 0 0 22 1915 610 4 12
155904 219.24 6637 3 -62 0 0 22 1915 610 4 12
156160 219.6 6637 3 -62 0 0 22 1915 610 4 12
156416 219.96 6637 3 -62 0 0 22 1915 610 4 12
156672 220.32 6637 3 -62 0 0 22 1915 610 4 12
156928 220.68 6637 3 -62 0 0 22 1915 610 4 12
157184 221.04 6637 3 -62 0 0 22 1915 610 4 12
157440 221.4 6637 3 -62 0 0 22 1915 610 4 12
157696 221.76 6637 3 -62 0 0 22 1915 610 4 12
157952 222.12 6637 3 -62 0 0 22 1915 610 4 12
158208 222.48 6637 3 -62 0 0 22 1915 610 4 12
158464 222.84 6637 3 -62 0 0 22 1915 610 4 12
158720 223.2 6637 3 -62 0 0 22 1915 610 4 12
158976 223.56 6637 3 -62 0 0 22 1915 610 4 12
159232 223.92 6637 3 -62 0 0 22 1915 610 4 12
159488 224.28 6637 3 -62 0 0 22 1915 610 4 12
159744 224.64 6637 3 -62 0 0 22 1915 610 4 12
160000 225 6637 3 -62 0 0 22 1915 610 4 12
160256 225.36 6637 3 -62 0 0 22 1915 610 4 12
160512 225.72 6637 3 -62 0 0 22 1915 610 4 12
160768 226.08 6637 3 -62 0 0 22 1915 610 4 12
161024 226.44 6637 3 -62 0 0 22 1915 610 4 12
161280 226.8 6637 3 -62 0 0 22 1915 610 4 12
161536 227.16 6637 3 -62 0 0 22 1915 610 4 12
161792 227.52 6637 3 -62 0 0 22 1915 610 4 12
162048 227.88 6637 3 -62 0 0 22 1915 610 4 12
162304 228.24 6637 3 -62 0 0 22 1915 610 4 12
162560 228.6 6637 3 -62 0 0 22 1915 610 4 12
162816 228.96 6637 3 -62 0 0 22 1915 610 4 12
163072 229.32 6637 3 -62 0 0 22 1915 610 4 12
163328 229.68 6637 3 -62 0 0 22 1915 610 4 12
163584 230.04 6637 3 -62 0 0 22 1915 610 4 12
163840 230.4 6637 3 -62 0 0 22 1915 610 4 12
164096 230.76 6637 3 -62 0 0 22 1915 610 4 12
164352 231.12 6637 3 -62 0 0 22 1915 610 4 12
164608 231.48 6637 3 -62 0 0 22 1915 610 4 12
164864 231.84 6637 3 -62 0 0 22 1915 610 4 12
165120 232.2 6637 3 -62 0 0 22 1915 610 4 12
165376 232.56 6637 3 -62 0 0 22 1915 610 4 12
165632 232.92 6637 3 -62 0 0 22 1915 610 4 12
165888 233.28 6636 3 -62 0 0 22 1915 610 4 12
166144 233.64 6636 3 -62 0 0 22 1915 610 4 12
166400 234 6636 3 -62 0 0 22 1915 610 4 12
166656 234.36 6636 3 -62 0 0 22 1915 610 4 12
166912 234.72 6636 3 -62 0 0 22 1915 610 4 12
167168 235.08 6636 3 -62 0 0 22 1915 610 4 12
167424 235.44 6636 3 -62 0 0 22 1915 610 4 12
167680 235.8 6636 3 -62 0 0 22 1915 610 4 12
167936 236.16 6636 3 -62 0 0 22 1915 610 4 12
168192 236.52 6636 3 -62 0 0 22 1915 610 4 12
168448 236.88 6636 3 -62 0 0 22 1915 610 4 12
168704 237.24 6636 3 -62 0 0 22 1915 610 4 12
168960 237.6 6636 3 -62 0 0 22 1915 610 4 12
169216 237.96 6636 3 -62 0 0 22 1915 610 4 12
169472 238.32 6636 3 -62 0 0 22 1915 610 4 12
169728 238.68 6636 3 -62 0 0 22 1915 610 4 12
169984 239.04 6636 3 -62 0 0 22 1915 610 4 12
170240 239.4 6636 3 -62 0 0 22 1915 610 4 12
170496 239.76 6636 3 -62 0 0 22 1915 610 4 12
170752 240.12 6636 3 -62 0 0 22 1915 610 4 12
171008 240.48 6636 3 -62 0 0 22 1915 610 4 12
171264 240.84 6636 3 -62 0 0 22 1915 610 4 12
171520 241.2 6636 3 -62 0 0 22 1915 610 4 12
171776 241.56 6636 3 -62 0 0 22 1915 610 4 12
172032 241.92 6636 3 -62 0 0 22 1915 610 4 12
172288 242.28 6636 3 -62 0 0 22 1915 610 4 12
172544 242.64 6636 3 -62 0 0 22 1915 610 4 12
172800 243 6636 3 -62 0 0 22 1915 610 4 12
173056 243.36 6636 3 -62 0 0 22 1915 610 4 12
173312 243.72 6636 3 -62 0 0 22 1915 610 4 12
173568 244.08 6636 3 -62 0 0 22 1915 610 4 12
173824 244.44 6636 3 -62 0 0 22 1915 610 4 12
174080 244.8 6636 3 -62 0 0 22 1915 610 4 12
174336 245.16 6636 3 -62 0 0 22 1915 610 4 12
174592 245.52 6636 3 -62 0 0 22 1915 610 4 12
174848 245.88 6636 3 -62 0 0 22 1915 610 4 12
175104 246.24 6636 3 -62 0 0 22 1915 610 4 12
175360 246.6 6636 3 -62 0 0 22 1915 610 4 12
175616 246.96 6636 3 -62 0 0 22 1915 610 4 12
175872 247.32 6636 3 -62 0 0 22 1915 610 4 12
176128 247.68 6636 3 -62 0 0 22 1915 610 4 12
176384 248.04 6636 3 -62 0 0 22 1915 610 4 12
176640 248.4 6636 3 -62 0 0 22 1915 610 4 12
176896 248.76 6636 3 -62 0 0 22 1915 610 4 12
177152 249.12 6636 3 -62 0 0 22 1915 610 4 12
177408 249.48 6636 3 -62 0 0 22 1915 610 4 12
177664 249.84 6636 3 -62 0 0 22 1915 610 4 12
177920 250.2 6636 3 -62 0 0 22 1915 610 4 12
178176 250.56 6636 3 -62 0 0 22 1915 610 4 12
178432 250.92 6636 3 -62 0 0 22 1915 610 4 12
178688 251.28 6636 3 -62 0 0 22 1915 610 4 12
178944 251.64 6636 3 -62 0 0 22 1915 610 4 12
179200 252 6636 3 -62 0 0 22 1915 610 4 12
179456 252.36 6636 3 -62 0 0 22 1915 610 4 12
179712 252.72 6636 3 -62 0 0 22 1915 610 4 12
179968 253.08 6636 3 -62 0 0 22 1915 610 4 12
180224 253.44 6636 3 -62 0 0 22 1915 610 4 12
180480 253.8 6636 3 -62 0 0 22 1915 610 4 12
180736 254.16 6636 3 -62 0 0 22 1915 610 4 12
180992 254.52 6636 3 -62 0 0 22 1915 610 4 12
181248 254.88 6636 3 -62 0 0 22 1915 610 4 12
181504 255.24 6636 3 -62 0 0 22 1915 610 4 12
181760 255.6 6636 3 -62 0 0 22 1915 610 4 12
182016 255.96 6636 3 -62 0 0 22 1915 610 4 12
182272 256.32 6636 3 -62 0 0 22 1915 610 4 12
182528 256.68 6636 3 -62 0 0 22 1915 610 4 12
182784 257.04 6636 3 -62 0 0 22 1915 610 4 12
183040 257.4 6636 3 -62 0 0 22 1915 610 4 12
183296 257.76 6636 3 -62 0 0 22 1915 610 4 12
183552 258.12 6636 3 -62 0 0 22 1915 610 4 12
183808 258.48 6636 3 -62 0 0 22 1915 610 4 12
184064 258.84 6636 3 -62 0 0 22 1915 610 4 12
184320 259.2 6636 3 -62 0 0 22 1915 610 4 12
184576 259.56 6636 3 -62 0 0 22 1915 610 4 12
184832 259.92 6636 3 -62 0 0 22 1915 610 4 12
185088 260.28 6636 3 -62 0 0 22 1915 610 4 12
185344 260.64 6636 3 -62 0 0 22 1915 610 4 12
185600 261 6636 3 -62 0 0 22 1915 610 4 12
185856 261.36 6636 3 -62 0 0 22 1915 610 4 12
186112 261.72 6636 3 -62 0 0 22 1915 610 4 12
186368 262.08 6636 3 -62 0 0 22 1915 610 4 12
186624 262.44 6636 3 -62 0 0 22 1915 610 4 12
186880 262.8 6636 3 -62 0 0 22 1915 610 4 12
187136 263.16 6636 3 -62 0 0 22 1915 610 4 12
187392 263.52 6636 3 -62 0 0 22 1915 610 4 12
187648 263.88 6636 3 -62 0 0 22 1915 610 4 12
187904 264.24 6636 3 -62 0 0 22 1915 610 4 12
188160 264.6 6636 3 -62 0 0 22 1915 610 4 12
188416 264.96 6636 3 -62 0 0 22 1915 610 4 12
188672 265.32 6636 3 -62 0 0 22 1915 610 4 12
188928 265.68 6636 3 -62 0 0 22 1915 610 4 12
189184 266.04 6636 3 -62 0 0 22 1915 610 4 12
189440 266.4 6636 3 -62 0 0 22 1915 610 4 12
189696 266.76 6636 3 -62 0 0 22 1915 610 4 12
189952 267.12 6636 3 -62 0 0 22 1915 610 4 12
190208 267.48 6636 3 -62 0 0 22 1915 610 4 12
190464 267.84 6636 3 -62 0 0 22 1915 610 4 12
190720 268.2 6636 3 -62 0 0 22 1915 610 4 12
190976 268.56 6636 3 -62 0 0 22 1915 610 4 12
191232 268.92 6636 3 -62 0 0 22 1915 610 4 12
191488 269.28 6636 3 -62 0 0 22 1915 610 4 12
191744 269.64 6636 3 -62 0 0 22 1915 610 4 12
192000 270 6636 3 -62 0 0 22 1915 610 4 12
192256 270.36 6636 3 -62 0 0 22 1915 610 4 12
192512 270.72 6636 3 -62 0 0 22 1915 610 4 12
192768 271.08 6636 3 -62 0 0 22 1915 610 4 12
193024 271.44 6636 3 -62 0 0 22 1915 610 4 12
193280 271.8 6636 3 -62 0 0 22 1915 610 4 12
193536 272.16 6636 3 -62 0 0 22 1915 610 4 12
193792 272.52 6636 3 -62 0 0 22 1915 610 4 12
194048 272.88 6636 3 -62 0 0 22 1915 610 4 12
194304 273.24 6636 3 -62 0 0 22 1915 610 4 12
194560 273.6 6636 3 -62 0 0 22 1915 610 4 12
194816 273.96 6636 3 -62 0 0 22 1915 610 4 12
195072 274.32 6636 3 -62 0 0 22 1915 610 4 12
195328 274.68 6636 3 -62 0 0 22 1915 610 4 12
195584 275.04 6636 3 -62 0 0 22 1915 610 4 12
195840 275.4 6636 3 -62 0 0 22 1915 610 4 12
196096 275.76 6636 3 -62 0 0 22 1915 610 4 12
196352 276.12 6636 3 -62 0 0 22 1915 610 4 12
196608 276.48 6636 3 -62 0 0 22 1915 610 4 12
196864 276.84 6636 3 -62 0 0 22 1915 610 4 12
197120 277.2 6636 3 -62 0 0 22 1915 610 4 12
197376 277.56 6636 3 -62 0 0 22 1915 610 4 12
197632 277.92 6636 3 -62 0 0 22 1915 610 4 12
197888 278.28 6636 3 -62 0 0 22 1915 610 4 12
198144 278.64 6636 3 -62 0 0 22 1915 610 4 12
198400 279 6636 3 -62 0 0 22 1915 610 4 12
198656 279.36 6636 3 -62 0 0 22 1915 610 4 12
198912 279.72 6636 3 -62 0 0 22 1915 610 4 12
199168 280.08 6636 3 -62 0 0 22 1915 610 4 12
199424 280.44 6636 3 -62 0 0 22 1915 610 4 12
199680 280.8 6636 3 -62 0 0 22 1915 610 4 12
199936 281.16 6636 3 -62 0 0 22 1915 610 4 12
200192 281.52 6636 3 -62 0 0 22 1915 610 4 12
200448 281.88 6636 3 -62 0 0 22 1915 610 4 12
200704 282.24 6636 3 -62 0 0 22 1915 610 4 12
200960 282.6 6636 3 -62 0 0 22 1915 610 4 12
201216 282.96 6636 3 -62 0 0 22 1915 610 4 12
201472 283.32 6636 3 -62 0 0 22 1915 610 4 12
201728 283.68 6636 3 -62 0 0 22 1915 610 4 12
201984 284.04 6636 3 -62 0 0 22 1915 610 4 12
202240 284.4 6636 3 -62 0 0 22 1915 610 4 12
202496 284.76 6636 3 -62 0 0 22 1915 610 4 12
202752 285.12 6636 3 -62 0 0 22 1915 610 4 12
203008 285.48 6636 3 -62 0 0 22 1915 610 4 12
203264 285.84 6636 3 -62 0 0 22 1915 610 4 12
203520 286.2 6636 3 -62 0 0 22 1915 610 4 12
203776 286.56 6636 3 -62 0 0 22 1915 610 4 12
204032 286.92 6636 3 -62 0 0 22 1915 610 4 12
204288 287.28 6636 3 -62 0 0 22 1915 610 4 12
204544 287.64 6636 3 -62 0 0 22 1915 610 4 12
204800 288 6636 3 -62 0 0 22 1915 610 4 12
205056 288.36 6636 3 -62 0 0 22 1915 610 4 12
205312 288.72 6636 3 -62 0 0 22 1915 610 4 12
205568 289.08 6636 3 -62 0 0 22 1915 610 4 12
205824 289.44 6636 3 -62 0 0 22 1915 610 4 12
206080 289.8 6636 3 -62 0 0 22 1915 610 4 12
206336 290.16 6636 3 -62 0 0 22 1915 610 4 12
206592 290.52 6636 3 -62 0 0 22 1915 610 4 12
206848 290.88 6636 3 -62 0 0 22 1915 610 4 12
207104 291.24 6636 3 -62 0 0 22 1915 610 4 12
207360 291.6 6636 3 -62 0 0 22 1915 610 4 12
207616 291.96 6636 3 -62 0 0 22 1915 610 4 12
207872 292.32 6636 3 -62 0 0 22 1915 610 4 12
208128 292.68 6636 3 -62 0 0 22 1915 610 4 12
208384 293.04 6636 3 -62 0 0 22 1915 610 4 12
208640 293.4 6636 3 -62 0 0 22 1915 610 4 12
208896 293.76 6636 3 -62 0 0 22 1915 610 4 12
209152 294.12 6636 3 -62 0 0 22 1915 610 4 12
209408 294.48 6636 3 -62 0 0 22 1915 610 4 12
209664 294.84 6636 3 -62 0 0 22 1915 610 4 12
209920 295.2 6636 3 -62 0 0 22 1915 610 4 12
210176 295.56 6636 3 -62 0 0 22 1915 610 4 12
